userId,movieId,rating,timestamp,MappedUserID,MappedMovieID
1,2012,4.0,964984176,U1,M120
1,2018,5.0,964980523,U1,M121
1,2028,4.0,964981888,U1,M122
1,2033,5.0,964982903,U1,M123
1,2046,4.0,964982563,U1,M124
1,2048,5.0,964982791,U1,M125
1,2054,4.0,964981747,U1,M126
1,2058,5.0,964982400,U1,M127
1,2078,5.0,964982838,U1,M128
1,2090,5.0,964982838,U1,M129
1,2093,3.0,964981710,U1,M130
1,2094,5.0,964982653,U1,M131
1,2096,4.0,964982838,U1,M132
1,2099,4.0,964982588,U1,M133
1,2105,4.0,964981725,U1,M134
1,2115,5.0,964982529,U1,M135
1,2116,5.0,964982876,U1,M136
1,2137,5.0,964982791,U1,M137
1,2139,5.0,964982791,U1,M138
1,2141,5.0,964982838,U1,M139
1,2143,4.0,964981725,U1,M140
1,2161,5.0,964981710,U1,M141
1,2174,4.0,964981680,U1,M142
1,2193,4.0,964981710,U1,M143
1,2253,2.0,964981775,U1,M144
1,2268,4.0,964982989,U1,M145
1,2273,4.0,964982310,U1,M146
1,2291,5.0,964983664,U1,M147
1,2329,5.0,964983263,U1,M148
1,2338,2.0,964983546,U1,M149
1,2353,5.0,964983861,U1,M150
1,2366,4.0,964982462,U1,M151
1,2387,5.0,964983123,U1,M152
1,2389,2.0,964983094,U1,M153
1,2395,5.0,964981093,U1,M154
1,2406,4.0,964982310,U1,M155
1,2414,3.0,964982513,U1,M156
1,2427,5.0,964982242,U1,M157
1,2450,4.0,964982620,U1,M158
1,2459,5.0,964983414,U1,M159
1,2470,5.0,964982588,U1,M160
1,2478,4.0,964984169,U1,M161
1,2492,4.0,965719662,U1,M162
1,2502,5.0,964981278,U1,M163
1,2528,3.0,964982328,U1,M164
1,2529,5.0,964982242,U1,M165
1,2542,5.0,964981265,U1,M166
1,2571,5.0,964981888,U1,M167
1,2580,5.0,964983000,U1,M168
1,2596,5.0,964981144,U1,M169
1,2616,4.0,964983080,U1,M170
1,2617,2.0,964982588,U1,M171
1,2628,4.0,964980523,U1,M172
1,2640,4.0,964982377,U1,M173
1,2641,5.0,964982620,U1,M174
1,2644,4.0,964983393,U1,M175
1,2648,4.0,964983414,U1,M176
1,2654,5.0,964983393,U1,M177
1,2657,3.0,964983426,U1,M178
1,2692,5.0,964981855,U1,M179
1,2700,5.0,964980985,U1,M180
1,2716,5.0,964983414,U1,M181
1,2761,5.0,964982703,U1,M182
1,2797,4.0,964981710,U1,M183
1,2826,4.0,964980523,U1,M184
1,2858,5.0,964980868,U1,M185
1,2872,5.0,964981680,U1,M186
1,2899,5.0,964982703,U1,M187
1,2916,4.0,964982290,U1,M188
1,2944,5.0,964981872,U1,M189
1,2947,5.0,964982176,U1,M190
1,2948,5.0,964982191,U1,M191
1,2949,5.0,964981888,U1,M192
1,2959,5.0,964983282,U1,M193
1,2985,4.0,964983034,U1,M194
1,2987,5.0,964982495,U1,M195
1,2991,5.0,964982271,U1,M196
1,2993,5.0,964982242,U1,M197
1,2997,4.0,964980896,U1,M198
1,3033,5.0,964983762,U1,M199
1,3034,5.0,964982791,U1,M200
1,3052,5.0,964981208,U1,M201
1,3053,5.0,964984086,U1,M202
1,3062,4.0,964981872,U1,M203
1,3147,5.0,964983873,U1,M204
1,3168,4.0,964982495,U1,M205
1,3176,1.0,964983504,U1,M206
1,3243,3.0,964981093,U1,M207
1,3247,3.0,964983108,U1,M208
1,3253,5.0,964981107,U1,M209
1,3273,5.0,964983536,U1,M210
1,3386,5.0,964983484,U1,M211
1,3439,4.0,964981799,U1,M212
1,3440,4.0,964981799,U1,M213
1,3441,5.0,964982328,U1,M214
1,3448,5.0,964984054,U1,M215
1,3450,5.0,964981144,U1,M216
1,3479,4.0,964981725,U1,M217
1,3489,4.0,964981775,U1,M218
1,3527,4.0,964982271,U1,M219
1,3578,5.0,964980668,U1,M220
1,3617,4.0,964980683,U1,M221
1,3639,4.0,964982271,U1,M222
1,3671,5.0,964981589,U1,M223
1,3702,5.0,964983737,U1,M224
1,3703,5.0,964981909,U1,M225
1,3729,5.0,964982363,U1,M226
1,3740,4.0,964982417,U1,M227
1,3744,4.0,964980694,U1,M228
1,3793,5.0,964981855,U1,M229
1,3809,4.0,964981220,U1,M230
1,4006,4.0,964982903,U1,M231
1,5060,5.0,964984002,U1,M232
2,318,3.0,1445714835,U2,M233
2,333,4.0,1445715029,U2,M19
2,1704,4.5,1445715228,U2,M234
2,3578,4.0,1445714885,U2,M220
2,6874,4.0,1445714952,U2,M235
2,8798,3.5,1445714960,U2,M236
2,46970,4.0,1445715013,U2,M237
2,48516,4.0,1445715064,U2,M238
2,58559,4.5,1445715141,U2,M239
2,60756,5.0,1445714980,U2,M240
2,68157,4.5,1445715154,U2,M241
2,71535,3.0,1445714974,U2,M242
2,74458,4.0,1445714926,U2,M243
2,77455,3.0,1445714941,U2,M244
2,79132,4.0,1445714841,U2,M245
2,80489,4.5,1445715340,U2,M246
2,80906,5.0,1445715172,U2,M247
2,86345,4.0,1445715166,U2,M248
2,89774,5.0,1445715189,U2,M249
2,91529,3.5,1445714891,U2,M250
2,91658,2.5,1445714938,U2,M251
2,99114,3.5,1445714874,U2,M252
2,106782,5.0,1445714966,U2,M253
2,109487,3.0,1445715145,U2,M254
2,112552,4.0,1445714882,U2,M255
2,114060,2.0,1445715276,U2,M256
2,115713,3.5,1445714854,U2,M257
2,122882,5.0,1445715272,U2,M258
2,131724,5.0,1445714851,U2,M259
3,31,0.5,1306463578,U3,M260
3,527,0.5,1306464275,U3,M29
3,647,0.5,1306463619,U3,M261
3,688,0.5,1306464228,U3,M262
3,720,0.5,1306463595,U3,M263
3,849,5.0,1306463611,U3,M264
3,914,0.5,1306463567,U3,M265
3,1093,0.5,1306463627,U3,M266
3,1124,0.5,1306464216,U3,M267
3,1263,0.5,1306463569,U3,M268
3,1272,0.5,1306463624,U3,M269
3,1275,3.5,1306463323,U3,M87
3,1302,0.5,1306464189,U3,M270
3,1371,3.0,1306463561,U3,M271
3,1587,4.5,1306464003,U3,M103
3,2018,0.5,1306464175,U3,M121
3,2080,0.5,1306463572,U3,M272
3,2090,0.5,1306464261,U3,M129
3,2105,2.0,1306463559,U3,M134
3,2288,4.0,1306463631,U3,M273
3,2424,0.5,1306464293,U3,M274
3,2851,5.0,1306463925,U3,M275
3,3024,4.5,1306464054,U3,M276
3,3210,0.5,1306463638,U3,M277
3,3703,5.0,1306463603,U3,M225
3,3949,0.5,1306464245,U3,M278
3,4518,5.0,1306463770,U3,M279
3,5048,0.5,1306464284,U3,M280
3,5181,5.0,1306463718,U3,M281
3,5746,5.0,1306463708,U3,M282
3,5764,4.5,1306464021,U3,M283
3,5919,5.0,1306463825,U3,M284
3,6238,0.5,1306464204,U3,M285
3,6835,5.0,1306463670,U3,M286
3,7899,4.5,1306464036,U3,M287
3,7991,5.0,1306463684,U3,M288
3,26409,4.5,1306463993,U3,M289
3,70946,5.0,1306463815,U3,M290
3,72378,0.5,1306464164,U3,M291
4,21,3.0,986935199,U4,M292
4,32,2.0,945173447,U4,M293
4,45,3.0,986935047,U4,M294
4,47,2.0,945173425,U4,M4
4,52,3.0,964622786,U4,M295
4,58,3.0,964538444,U4,M296
4,106,4.0,986848784,U4,M297
4,125,5.0,964622758,U4,M298
4,126,1.0,986848920,U4,M299
4,162,5.0,945078571,U4,M300
4,171,3.0,945078428,U4,M301
4,176,5.0,964622565,U4,M302
4,190,2.0,945079259,U4,M303
4,215,5.0,945079078,U4,M304
4,222,1.0,945629040,U4,M305
4,232,5.0,964622684,U4,M306
4,235,2.0,945173513,U4,M15
4,247,3.0,986848894,U4,M307
4,260,5.0,945079259,U4,M16
4,265,5.0,964538468,U4,M308
4,296,1.0,945173350,U4,M17
4,319,5.0,945079182,U4,M309
4,342,5.0,964538500,U4,M310
4,345,4.0,945629063,U4,M311
4,348,4.0,964622786,U4,M312
4,351,3.0,986934901,U4,M313
4,357,3.0,964623306,U4,M314
4,368,4.0,945078690,U4,M315
4,417,2.0,945078467,U4,M316
4,441,1.0,986934915,U4,M25
4,450,2.0,986848828,U4,M317
4,457,5.0,945079259,U4,M26
4,475,5.0,945174290,U4,M318
4,492,5.0,945079872,U4,M319
4,509,1.0,945079106,U4,M320
4,538,5.0,945078636,U4,M321
4,539,1.0,964538832,U4,M322
4,553,2.0,945079301,U4,M32
4,588,4.0,945079670,U4,M323
4,593,5.0,964539986,U4,M35
4,595,3.0,986848609,U4,M324
4,599,2.0,945078587,U4,M325
4,608,5.0,964540008,U4,M37
4,648,3.0,945079906,U4,M38
4,708,4.0,986935230,U4,M326
4,759,3.0,945078601,U4,M327
4,800,4.0,945079106,U4,M328
4,892,4.0,964622714,U4,M329
4,898,5.0,964623347,U4,M330
4,899,4.0,945079653,U4,M331
4,902,4.0,945078446,U4,M332
4,904,4.0,945079837,U4,M333
4,908,5.0,945173902,U4,M334
4,910,5.0,945173989,U4,M335
4,912,5.0,945173902,U4,M336
4,914,5.0,945079670,U4,M265
4,919,5.0,945079521,U4,M45
4,920,5.0,945173602,U4,M337
4,930,5.0,964538571,U4,M338
4,937,3.0,986849085,U4,M339
4,1025,4.0,945079232,U4,M53
4,1046,5.0,945173654,U4,M340
4,1057,3.0,964540578,U4,M341
4,1060,2.0,986934819,U4,M60
4,1073,4.0,945079483,U4,M61
4,1077,5.0,945173692,U4,M342
4,1079,2.0,945078946,U4,M343
4,1080,5.0,986934696,U4,M62
4,1084,5.0,945079259,U4,M344
4,1086,5.0,964539723,U4,M345
4,1094,3.0,964538500,U4,M346
4,1103,5.0,964539723,U4,M347
4,1136,5.0,986934625,U4,M68
4,1179,4.0,964539180,U4,M348
4,1183,1.0,964778513,U4,M349
4,1188,5.0,964538500,U4,M350
4,1196,5.0,964538763,U4,M69
4,1197,5.0,964538763,U4,M70
4,1198,3.0,964538728,U4,M71
4,1199,2.0,945078967,U4,M351
4,1203,5.0,945174025,U4,M352
4,1211,1.0,964539205,U4,M353
4,1213,4.0,945079729,U4,M75
4,1219,4.0,964539961,U4,M77
4,1225,4.0,964539326,U4,M354
4,1250,5.0,945174008,U4,M355
4,1259,4.0,964538728,U4,M356
4,1265,4.0,964622684,U4,M85
4,1266,4.0,986849037,U4,M357
4,1279,2.0,986934832,U4,M358
4,1282,5.0,945079653,U4,M89
4,1283,5.0,945078690,U4,M359
4,1288,4.0,945079653,U4,M360
4,1291,4.0,964538763,U4,M90
4,1304,3.0,945078467,U4,M361
4,1391,1.0,945173766,U4,M362
4,1449,5.0,945079767,U4,M363
4,1466,4.0,945173492,U4,M364
4,1500,4.0,964622830,U4,M98
4,1517,4.0,945079790,U4,M99
4,1580,3.0,986935244,U4,M102
4,1597,1.0,945079906,U4,M365
4,1617,2.0,945079837,U4,M104
4,1641,4.0,964622758,U4,M366
4,1704,1.0,945629015,U4,M234
4,1719,4.0,945079956,U4,M367
4,1732,4.0,945079889,U4,M109
4,1733,5.0,945079143,U4,M368
4,1734,3.0,964539357,U4,M369
4,1834,5.0,945174134,U4,M370
4,1860,2.0,986849001,U4,M371
4,1883,4.0,964622642,U4,M372
4,1885,3.0,964622617,U4,M373
4,1892,2.0,964539431,U4,M374
4,1895,4.0,945629179,U4,M375
4,1907,3.0,964540505,U4,M376
4,1914,4.0,964622714,U4,M377
4,1916,1.0,986934786,U4,M378
4,1923,3.0,986934870,U4,M379
4,1947,5.0,945079653,U4,M380
4,1966,2.0,964622684,U4,M381
4,1967,5.0,945078967,U4,M117
4,1968,4.0,986934786,U4,M382
4,2019,2.0,945078690,U4,M383
4,2076,4.0,945079052,U4,M384
4,2078,5.0,945079521,U4,M128
4,2109,4.0,986935016,U4,M385
4,2145,3.0,986935328,U4,M386
4,2150,5.0,986934738,U4,M387
4,2174,5.0,964539855,U4,M142
4,2186,5.0,945174008,U4,M388
4,2203,4.0,945079729,U4,M389
4,2204,5.0,964540008,U4,M390
4,2282,1.0,945629238,U4,M391
4,2324,1.0,964622590,U4,M392
4,2336,2.0,964538964,U4,M393
4,2351,4.0,945078467,U4,M394
4,2359,4.0,964622590,U4,M395
4,2390,5.0,945079164,U4,M396
4,2395,3.0,964623306,U4,M154
4,2406,4.0,986935302,U4,M155
4,2467,4.0,945079858,U4,M397
4,2571,1.0,945173385,U4,M167
4,2583,5.0,945078863,U4,M398
4,2599,5.0,964622684,U4,M399
4,2628,1.0,986848894,U4,M172
4,2683,4.0,945079790,U4,M400
4,2692,5.0,945079013,U4,M179
4,2712,2.0,945078542,U4,M401
4,2762,4.0,964539986,U4,M402
4,2763,1.0,964778621,U4,M403
4,2770,2.0,945173553,U4,M404
4,2791,5.0,964539628,U4,M405
4,2843,5.0,945078814,U4,M406
4,2858,5.0,964539140,U4,M185
4,2874,4.0,986935016,U4,M407
4,2921,4.0,945078708,U4,M408
4,2926,5.0,986934870,U4,M409
4,2959,2.0,945078528,U4,M193
4,2973,2.0,945078946,U4,M410
4,2997,4.0,986848610,U4,M198
4,3033,4.0,986936200,U4,M199
4,3044,5.0,945079920,U4,M411
4,3060,4.0,986934884,U4,M412
4,3079,3.0,964778197,U4,M413
4,3083,5.0,964622487,U4,M414
4,3160,4.0,964539121,U4,M415
4,3175,1.0,964538930,U4,M416
4,3176,4.0,964539771,U4,M206
4,3204,4.0,964539828,U4,M417
4,3255,4.0,964623306,U4,M418
4,3317,4.0,986934498,U4,M419
4,3358,3.0,964622758,U4,M420
4,3365,5.0,964538329,U4,M421
4,3386,4.0,964539395,U4,M211
4,3408,4.0,986849238,U4,M422
4,3481,2.0,964538243,U4,M423
4,3489,1.0,986848908,U4,M218
4,3508,5.0,964538351,U4,M424
4,3538,2.0,986849212,U4,M425
4,3591,1.0,986935199,U4,M426
4,3788,3.0,964539085,U4,M427
4,3809,3.0,986936207,U4,M230
4,3851,5.0,986849180,U4,M428
4,3897,4.0,986934465,U4,M429
4,3911,3.0,986849149,U4,M430
4,3967,4.0,986849164,U4,M431
4,3996,4.0,986849130,U4,M432
4,4002,3.0,986934819,U4,M433
4,4014,1.0,986849254,U4,M434
4,4020,3.0,986848856,U4,M435
4,4021,4.0,986849180,U4,M436
4,4027,3.0,986849201,U4,M437
4,4029,3.0,986849226,U4,M438
4,4033,4.0,986849149,U4,M439
4,4034,5.0,986848753,U4,M440
4,4074,3.0,986848665,U4,M441
4,4121,4.0,986934901,U4,M442
4,4144,3.0,986848685,U4,M443
4,4166,3.0,986848700,U4,M444
4,4226,2.0,1007569424,U4,M445
4,4239,5.0,986848685,U4,M446
4,4246,4.0,1007574542,U4,M447
4,4252,3.0,1007569465,U4,M448
4,4260,2.0,1007569424,U4,M449
4,4273,4.0,1007574470,U4,M450
4,4308,1.0,1007569465,U4,M451
4,4347,4.0,1007569586,U4,M452
4,4381,3.0,1007574509,U4,M453
4,4641,1.0,1007569586,U4,M454
4,4741,3.0,1007574532,U4,M455
4,4765,5.0,1007569445,U4,M456
4,4881,3.0,1007569445,U4,M457
4,4896,4.0,1007574532,U4,M458
4,4902,4.0,1007569465,U4,M459
4,4967,5.0,1007569424,U4,M460
5,1,4.0,847434962,U5,M1
5,21,4.0,847435238,U5,M292
5,34,4.0,847434881,U5,M461
5,36,4.0,847435292,U5,M462
5,39,3.0,847434961,U5,M463
5,50,4.0,847434881,U5,M5
5,58,5.0,847435238,U5,M296
5,110,4.0,847434880,U5,M8
5,150,3.0,847434748,U5,M464
5,153,3.0,847434802,U5,M465
5,232,4.0,847435292,U5,M306
5,247,5.0,847435337,U5,M307
5,253,3.0,847435292,U5,M466
5,261,4.0,847435238,U5,M467
5,265,3.0,847435129,U5,M308
5,266,1.0,847435311,U5,M468
5,290,5.0,847435311,U5,M469
5,296,5.0,847434748,U5,M17
5,300,3.0,847435337,U5,M470
5,316,2.0,847434832,U5,M18
5,318,3.0,847434880,U5,M233
5,344,3.0,847434802,U5,M471
5,349,3.0,847434832,U5,M20
5,357,2.0,847435238,U5,M314
5,364,3.0,847434882,U5,M472
5,367,4.0,847435129,U5,M23
5,380,2.0,847434748,U5,M473
5,410,3.0,847435292,U5,M474
5,457,4.0,847434801,U5,M26
5,474,4.0,847435337,U5,M475
5,475,5.0,847435311,U5,M318
5,515,3.0,847435129,U5,M476
5,527,5.0,847434960,U5,M29
5,531,4.0,847435258,U5,M477
5,534,3.0,847435311,U5,M478
5,588,4.0,847434801,U5,M323
5,589,3.0,847435258,U5,M479
5,590,5.0,847434747,U5,M33
5,592,3.0,847434747,U5,M34
5,594,5.0,847435238,U5,M480
5,595,5.0,847434832,U5,M324
5,596,5.0,847435292,U5,M36
5,597,3.0,847434962,U5,M481
5,608,3.0,847435258,U5,M37
6,2,4.0,845553522,U6,M482
6,3,5.0,845554296,U6,M2
6,4,3.0,845554349,U6,M483
6,5,5.0,845553938,U6,M484
6,6,4.0,845553757,U6,M3
6,7,4.0,845554264,U6,M485
6,8,3.0,845555281,U6,M486
6,10,3.0,845553253,U6,M487
6,11,4.0,845553489,U6,M488
6,13,3.0,845555588,U6,M489
6,15,4.0,845554505,U6,M490
6,16,4.0,845553819,U6,M491
6,17,4.0,845553559,U6,M492
6,19,2.0,845553382,U6,M493
6,21,2.0,845553382,U6,M292
6,22,5.0,845553875,U6,M494
6,24,4.0,845554397,U6,M495
6,25,3.0,845553695,U6,M496
6,26,4.0,845555362,U6,M497
6,27,3.0,845555402,U6,M498
6,31,3.0,845553819,U6,M260
6,32,4.0,845553426,U6,M293
6,34,4.0,845553354,U6,M461
6,36,5.0,845553726,U6,M462
6,41,4.0,845554962,U6,M499
6,43,4.0,845555607,U6,M500
6,45,3.0,845553907,U6,M294
6,46,4.0,845554551,U6,M501
6,47,4.0,845553317,U6,M4
6,50,1.0,845553381,U6,M5
6,54,4.0,845555402,U6,M502
6,60,4.0,845554263,U6,M503
6,61,4.0,845555454,U6,M504
6,62,4.0,845553660,U6,M505
6,65,3.0,845555070,U6,M506
6,66,3.0,845555151,U6,M507
6,76,4.0,845555317,U6,M508
6,79,3.0,845554907,U6,M509
6,86,5.0,845556131,U6,M510
6,87,3.0,845555300,U6,M511
6,88,2.0,845555694,U6,M512
6,89,4.0,845555124,U6,M513
6,92,4.0,845555454,U6,M514
6,93,4.0,845554584,U6,M515
6,95,4.0,845553559,U6,M516
6,100,3.0,845555151,U6,M517
6,102,1.0,845555436,U6,M518
6,104,4.0,845554349,U6,M519
6,105,3.0,845553757,U6,M520
6,110,5.0,845553283,U6,M8
6,112,4.0,845553994,U6,M521
6,113,3.0,845556257,U6,M522
6,126,3.0,845555342,U6,M299
6,135,3.0,845554987,U6,M523
6,140,3.0,845555024,U6,M524
6,141,4.0,845553586,U6,M525
6,145,4.0,845553966,U6,M526
6,146,4.0,845555607,U6,M527
6,150,4.0,845553110,U6,M464
6,151,4.0,845553586,U6,M9
6,153,3.0,845553146,U6,M465
6,158,4.0,845553660,U6,M528
6,159,3.0,845555006,U6,M529
6,160,5.0,845553457,U6,M530
6,161,3.0,845553253,U6,M531
6,163,3.0,845553907,U6,M11
6,165,3.0,845553146,U6,M532
6,168,5.0,845553695,U6,M533
6,170,3.0,845554263,U6,M534
6,171,3.0,845555402,U6,M301
6,174,3.0,845554479,U6,M535
6,177,3.0,845554931,U6,M536
6,179,1.0,845555362,U6,M537
6,180,2.0,845555006,U6,M538
6,181,3.0,845553938,U6,M539
6,185,3.0,845553283,U6,M540
6,186,3.0,845553619,U6,M541
6,189,3.0,845556241,U6,M542
6,191,2.0,845554931,U6,M543
6,195,4.0,845554455,U6,M544
6,196,3.0,845553586,U6,M545
6,201,3.0,845556290,U6,M546
6,204,3.0,845553619,U6,M547
6,205,3.0,845555477,U6,M548
6,207,4.0,845554024,U6,M549
6,208,3.0,845553253,U6,M550
6,209,3.0,845556106,U6,M551
6,210,4.0,845556310,U6,M552
6,212,4.0,845556181,U6,M553
6,216,4.0,845554099,U6,M12
6,217,3.0,845555382,U6,M554
6,218,2.0,845553994,U6,M555
6,219,3.0,845556131,U6,M556
6,222,4.0,845554024,U6,M305
6,224,3.0,845553794,U6,M557
6,225,4.0,845553381,U6,M558
6,230,5.0,845553966,U6,M559
6,231,3.0,845553174,U6,M14
6,234,2.0,845554176,U6,M560
6,236,4.0,845553559,U6,M561
6,237,4.0,845553875,U6,M562
6,239,3.0,845554987,U6,M563
6,240,3.0,845555571,U6,M564
6,243,3.0,845555588,U6,M565
6,248,5.0,845554263,U6,M566
6,250,4.0,845555588,U6,M567
6,251,3.0,845556257,U6,M568
6,252,4.0,845553619,U6,M569
6,253,3.0,845553283,U6,M466
6,254,3.0,845555655,U6,M570
6,256,3.0,845553726,U6,M571
6,257,5.0,845554176,U6,M572
6,258,3.0,845555172,U6,M573
6,261,4.0,845553695,U6,M467
6,262,5.0,845554551,U6,M574
6,265,3.0,845553726,U6,M308
6,266,3.0,845553457,U6,M468
6,267,3.0,845554376,U6,M575
6,270,3.0,845555172,U6,M576
6,271,4.0,845555249,U6,M577
6,273,3.0,845553875,U6,M578
6,274,4.0,845555151,U6,M579
6,276,4.0,845553907,U6,M580
6,277,5.0,845553844,U6,M581
6,279,3.0,845555436,U6,M582
6,281,4.0,845554320,U6,M583
6,282,3.0,845553522,U6,M584
6,288,2.0,845553283,U6,M585
6,289,3.0,845554455,U6,M586
6,291,3.0,845555571,U6,M587
6,292,4.0,845553253,U6,M588
6,293,3.0,845553660,U6,M589
6,296,2.0,845553110,U6,M17
6,302,3.0,845555436,U6,M590
6,303,3.0,845554099,U6,M591
6,304,4.0,845555546,U6,M592
6,310,3.0,845556119,U6,M593
6,312,1.0,845555151,U6,M594
6,313,3.0,845555546,U6,M595
6,314,5.0,845554603,U6,M596
6,315,4.0,845553522,U6,M597
6,316,5.0,845553174,U6,M18
6,317,4.0,845553457,U6,M598
6,318,5.0,845553200,U6,M233
6,327,1.0,845554062,U6,M599
6,329,4.0,845553200,U6,M600
6,330,3.0,845555071,U6,M601
6,332,3.0,845555046,U6,M602
6,333,5.0,845553757,U6,M19
6,336,3.0,845556223,U6,M603
6,337,5.0,845553586,U6,M604
6,339,4.0,845553253,U6,M605
6,340,4.0,845555265,U6,M606
6,342,3.0,845553938,U6,M310
6,343,3.0,845555172,U6,M607
6,344,3.0,845553146,U6,M471
6,347,3.0,845555300,U6,M608
6,348,3.0,845553938,U6,M312
6,349,5.0,845553146,U6,M20
6,350,5.0,845553489,U6,M609
6,351,4.0,845554455,U6,M313
6,352,3.0,845555382,U6,M610
6,353,4.0,845553726,U6,M611
6,354,4.0,845555402,U6,M612
6,355,4.0,845553819,U6,M613
6,356,5.0,845553200,U6,M21
6,357,3.0,845553457,U6,M314
6,358,3.0,845555265,U6,M614
6,359,3.0,845556412,U6,M615
6,360,3.0,845555094,U6,M616
6,361,4.0,845554376,U6,M617
6,362,3.0,845553994,U6,M22
6,364,5.0,845553317,U6,M472
6,366,3.0,845554962,U6,M618
6,367,4.0,845553317,U6,M23
6,368,5.0,845553726,U6,M315
6,370,4.0,845553794,U6,M619
6,371,3.0,845554141,U6,M620
6,374,3.0,845554296,U6,M621
6,377,5.0,845553317,U6,M622
6,378,3.0,845554987,U6,M623
6,380,4.0,845553110,U6,M473
6,381,3.0,845553994,U6,M624
6,382,3.0,845554397,U6,M625
6,383,3.0,845554320,U6,M626
6,405,3.0,845554603,U6,M627
6,410,3.0,845553354,U6,M474
